class name;;Method name;;number of detected pattern;;method Declaration;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r9 = r1.<java.net.URL: java.net.URLStreamHandler handler>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r11 = virtualinvoke r1.<java.net.URL: java.lang.String getProtocol()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.net.URL: void set(java.lang.String,java.lang.String,int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)>($r11, r3, i0, r4, r5, r6, r7, r8);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.URI;;equals;;1;;public boolean equals(java.lang.Object)
*;; * ;; * ;;*;;r1;;12
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$z2 = virtualinvoke r2.<java.net.URI: boolean isOpaque()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r4 = r2.<java.net.URI: java.lang.String scheme>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r6 = r2.<java.net.URI: java.lang.String fragment>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r8 = r2.<java.net.URI: java.lang.String schemeSpecificPart>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r10 = r2.<java.net.URI: java.lang.String path>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r12 = r2.<java.net.URI: java.lang.String query>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r14 = r2.<java.net.URI: java.lang.String authority>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r17 = r2.<java.net.URI: java.lang.String userInfo>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r19 = r2.<java.net.URI: java.lang.String host>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i1 = r2.<java.net.URI: int port>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r22 = r2.<java.net.URI: java.lang.String authority>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r24 = r2.<java.net.URI: java.lang.String authority>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
java.net.URI;;compareTo;;1;;public int compareTo(java.net.URI)
*;; * ;; * ;;*;;r1;;13
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r1.<java.net.URI: java.lang.String scheme>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z1 = virtualinvoke r1.<java.net.URI: boolean isOpaque()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r1.<java.net.URI: java.lang.String schemeSpecificPart>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r7 = r1.<java.net.URI: java.lang.String fragment>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z2 = virtualinvoke r1.<java.net.URI: boolean isOpaque()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r9 = r1.<java.net.URI: java.lang.String host>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r11 = r1.<java.net.URI: java.lang.String userInfo>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r13 = r1.<java.net.URI: java.lang.String host>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i10 = r1.<java.net.URI: int port>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r15 = r1.<java.net.URI: java.lang.String authority>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r17 = r1.<java.net.URI: java.lang.String path>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r19 = r1.<java.net.URI: java.lang.String query>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r21 = r1.<java.net.URI: java.lang.String fragment>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.net.URLConnection;;setRequestProperty;;1;;public void setRequestProperty(java.lang.String, java.lang.String)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.URLConnection;;addRequestProperty;;1;;public void addRequestProperty(java.lang.String, java.lang.String)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.URLConnection;;guessContentTypeFromStream;;1;;public static java.lang.String guessContentTypeFromStream(java.io.InputStream) throws java.io.IOException
*;; * ;; * ;;*;;r0;;19
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r0.<java.io.InputStream: boolean markSupported()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<java.io.InputStream: void mark(int)>(16);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i1 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i2 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i3 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i4 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i5 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i6 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i7 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i8 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i9 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i10 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i11 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i12 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i13 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i14 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i15 = virtualinvoke r0.<java.io.InputStream: int read()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<java.io.InputStream: void reset()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.net.ContentHandler;;getContent;;1;;public java.lang.Object getContent(java.net.URLConnection, java.lang.Class[]) throws java.io.IOException
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$r4 = r2[i0];;pattern detected param  r2 must not be null  because used in  ArrayRef 
java.net.SocketPermission;;implies;;1;;public boolean implies(java.security.Permission)
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i1 = r2.<java.net.SocketPermission: int mask>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i3 = r2.<java.net.SocketPermission: int mask>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
java.net.SocketPermission;;impliesIgnoreMask;;1;;boolean impliesIgnoreMask(java.net.SocketPermission)
*;; * ;; * ;;*;;r1;;27
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i2 = r1.<java.net.SocketPermission: int mask>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i4 = r1.<java.net.SocketPermission: int mask>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r1.<java.net.SocketPermission: int[] portrange>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r1.<java.net.SocketPermission: int[] portrange>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z3 = r1.<java.net.SocketPermission: boolean invalid>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z6 = r1.<java.net.SocketPermission: boolean wildcard>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z8 = r1.<java.net.SocketPermission: boolean init_with_ip>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r11 = r1.<java.net.SocketPermission: java.net.InetAddress[] addresses>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r13 = r1.<java.net.SocketPermission: java.net.InetAddress[] addresses>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.net.SocketPermission: void getIP()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r14 = r1.<java.net.SocketPermission: java.net.InetAddress[] addresses>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r17 = r1.<java.net.SocketPermission: java.net.InetAddress[] addresses>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z14 = r1.<java.net.SocketPermission: boolean wildcard>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z16 = r1.<java.net.SocketPermission: boolean wildcard>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r19 = r1.<java.net.SocketPermission: java.lang.String cname>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z18 = r1.<java.net.SocketPermission: boolean wildcard>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r21 = r1.<java.net.SocketPermission: java.lang.String cname>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.net.SocketPermission: void getCanonName()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r22 = r1.<java.net.SocketPermission: java.lang.String cname>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r25 = r1.<java.net.SocketPermission: java.net.InetAddress[] addresses>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.net.SocketPermission: void getIP()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z21 = r1.<java.net.SocketPermission: boolean init_with_ip>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r27 = r1.<java.net.SocketPermission: java.net.InetAddress[] addresses>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r30 = r1.<java.net.SocketPermission: java.net.InetAddress[] addresses>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r33 = r1.<java.net.SocketPermission: java.lang.String cname>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.net.SocketPermission: void getCanonName()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r35 = r1.<java.net.SocketPermission: java.lang.String cname>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.net.SocketPermission;;equals;;1;;public boolean equals(java.lang.Object)
*;; * ;; * ;;*;;r1;;9
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i1 = r2.<java.net.SocketPermission: int mask>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i2 = r2.<java.net.SocketPermission: int mask>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i4 = r2.<java.net.SocketPermission: int mask>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r5 = r2.<java.net.SocketPermission: int[] portrange>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r7 = r2.<java.net.SocketPermission: int[] portrange>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$r9 = virtualinvoke r2.<java.net.SocketPermission: java.lang.String getName()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r2.<java.net.SocketPermission: void getCanonName()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$z3 = r2.<java.net.SocketPermission: boolean invalid>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r13 = r2.<java.net.SocketPermission: java.lang.String cname>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
java.net.HttpCookie;;equals;;1;;public boolean equals(java.lang.Object)
*;; * ;; * ;;*;;r1;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$r4 = virtualinvoke r2.<java.net.HttpCookie: java.lang.String getName()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$r6 = virtualinvoke r2.<java.net.HttpCookie: java.lang.String getDomain()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$r8 = virtualinvoke r2.<java.net.HttpCookie: java.lang.String getPath()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
java.net.InMemoryCookieStore;;add;;1;;public void add(java.net.URI, java.net.HttpCookie)
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r2 must not be null  otherwise an exception is thrown 
java.net.InMemoryCookieStore;;get;;1;;public java.util.List get(java.net.URI)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.InMemoryCookieStore;;remove;;1;;public boolean remove(java.net.URI, java.net.HttpCookie)
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r2 must not be null  otherwise an exception is thrown 
java.net.DatagramSocket;;<init>;;1;;protected void <init>(java.net.DatagramSocketImpl)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DatagramSocket;;connect;;1;;public void connect(java.net.SocketAddress) throws java.net.SocketException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DatagramSocket;;send;;1;;public void send(java.net.DatagramPacket) throws java.io.IOException
*;; * ;; * ;;*;;r1;;12
*;;*;;*;;*;;*;;*;;monitorStmt for param;;entermonitor r1;;pattern detected param  r1 must not be null  because used in  monitorStmt 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = virtualinvoke r1.<java.net.DatagramPacket: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r8 = virtualinvoke r1.<java.net.DatagramPacket: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r9 = virtualinvoke r1.<java.net.DatagramPacket: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r10 = virtualinvoke r1.<java.net.DatagramPacket: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i1 = virtualinvoke r1.<java.net.DatagramPacket: int getPort()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r12 = virtualinvoke r1.<java.net.DatagramPacket: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.net.DatagramPacket: void setAddress(java.net.InetAddress)>($r13);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.net.DatagramPacket: void setPort(int)>($i2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i3 = virtualinvoke r1.<java.net.DatagramPacket: int getPort()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;monitorStmt for local initialized from param;;exitmonitor r2;;pattern detected param  r1 must not be null it define a local r2which used in  monitorStmt 
*;;*;;*;;*;;*;;*;;monitorStmt for local initialized from param;;exitmonitor r2;;pattern detected param  r1 must not be null it define a local r2which used in  monitorStmt 
java.net.DatagramSocket;;receive;;1;;public synchronized void receive(java.net.DatagramPacket) throws java.io.IOException
*;; * ;; * ;;*;;r1;;3
*;;*;;*;;*;;*;;*;;monitorStmt for param;;entermonitor r1;;pattern detected param  r1 must not be null  because used in  monitorStmt 
*;;*;;*;;*;;*;;*;;monitorStmt for local initialized from param;;exitmonitor r3;;pattern detected param  r1 must not be null it define a local r3which used in  monitorStmt 
*;;*;;*;;*;;*;;*;;monitorStmt for local initialized from param;;exitmonitor r3;;pattern detected param  r1 must not be null it define a local r3which used in  monitorStmt 
java.net.Inet4Address;;numericToTextFormat;;1;;static java.lang.String numericToTextFormat(byte[])
*;; * ;; * ;;*;;r0;;4
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$b0 = r0[0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$b2 = r0[1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$b4 = r0[2];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$b6 = r0[3];;pattern detected param  r0 must not be null  because used in  ArrayRef 
java.net.MulticastSocket;;joinGroup;;1;;public void joinGroup(java.net.InetAddress) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z1 = virtualinvoke r1.<java.net.InetAddress: boolean isMulticastAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.MulticastSocket;;leaveGroup;;1;;public void leaveGroup(java.net.InetAddress) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z1 = virtualinvoke r1.<java.net.InetAddress: boolean isMulticastAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.MulticastSocket;;send;;1;;public void send(java.net.DatagramPacket, byte) throws java.io.IOException
*;; * ;; * ;;*;;r1;;12
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r9 = virtualinvoke r1.<java.net.DatagramPacket: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;monitorStmt for param;;entermonitor r1;;pattern detected param  r1 must not be null  because used in  monitorStmt 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r12 = virtualinvoke r1.<java.net.DatagramPacket: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r13 = virtualinvoke r1.<java.net.DatagramPacket: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r14 = virtualinvoke r1.<java.net.DatagramPacket: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = virtualinvoke r1.<java.net.DatagramPacket: int getPort()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r16 = virtualinvoke r1.<java.net.DatagramPacket: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.net.DatagramPacket: void setAddress(java.net.InetAddress)>($r17);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.net.DatagramPacket: void setPort(int)>($i3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i4 = virtualinvoke r1.<java.net.DatagramPacket: int getPort()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;monitorStmt for local initialized from param;;exitmonitor r3;;pattern detected param  r1 must not be null it define a local r3which used in  monitorStmt 
*;;*;;*;;*;;*;;*;;monitorStmt for local initialized from param;;exitmonitor r3;;pattern detected param  r1 must not be null it define a local r3which used in  monitorStmt 
java.net.Inet6Address;;<init>;;1;;void <init>(java.lang.String, byte[], int)
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = virtualinvoke r2.<java.lang.Object: java.lang.Object clone()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
java.net.Inet6Address;;numericToTextFormat;;1;;static java.lang.String numericToTextFormat(byte[])
*;; * ;; * ;;*;;r0;;2
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$b2 = r0[$i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$b7 = r0[$i6];;pattern detected param  r0 must not be null  because used in  ArrayRef 
java.net.DualStackPlainDatagramSocketImpl;;bind0;;1;;protected synchronized void bind0(int, java.net.InetAddress) throws java.net.SocketException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r2;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DualStackPlainDatagramSocketImpl;;peek;;1;;protected synchronized int peek(java.net.InetAddress) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DualStackPlainDatagramSocketImpl;;peekData;;1;;protected synchronized int peekData(java.net.DatagramPacket) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r2;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DualStackPlainDatagramSocketImpl;;receive0;;1;;protected synchronized void receive0(java.net.DatagramPacket) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r2;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DualStackPlainDatagramSocketImpl;;send;;1;;protected void send(java.net.DatagramPacket) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r2;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DualStackPlainDatagramSocketImpl;;connect0;;1;;protected void connect0(java.net.InetAddress, int) throws java.net.SocketException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r2;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DualStackPlainDatagramSocketImpl;;socketSetOption;;1;;protected void socketSetOption(int, java.lang.Object) throws java.net.SocketException
*;; * ;; * ;;*;;r1;;2
